ID,feature1,feature2,labels
6683,1.95,2.83,1
6684,9.51,2.54,2
6685,6.07,9.36,3
6686,0,0,0
6687,9.82,0.25,2
6688,2.24,0.51,0
6689,9.91,1.4,2
6690,6.57,5.38,3
6691,1.26,0.74,0
6692,5.45,6.05,3
6693,8.98,10.53,3
6694,7.04,15.02,4
6695,9.36,3.74,2
6696,1.11,1.64,0
6697,2.88,4.03,1
6698,5.99,15.35,4
6699,9.72,3.5,2
6700,1.71,2.6,1
6701,3.63,14.84,4
6702,-0.28,-0.16,0
6703,6.37,4.2,3
6704,8.97,5.2,3
6705,1.27,0.15,0
6706,2.18,0.12,0
6707,5.98,5.54,3
6708,3.88,14.38,4
6709,10.1,3.16,2
6710,9.83,3.6,2
6711,5.73,8.7,3
6712,10.05,4.51,2
6713,4.18,14.42,4
6714,2.02,9.35,1
6715,9.79,3.4,2
6716,10.14,3.35,2
6717,3.96,14.53,4
6718,1.69,1.09,0
6719,5.22,15.73,4
6720,3.78,15.29,4
6721,2.56,4.85,1
6722,10.01,9.12,3
6723,3.19,14.51,4
6724,0.96,-1.55,0
6725,7.09,14.13,4
6726,6.14,4.58,3
6727,1.13,0.14,0
6728,3.77,15,4
6729,4.41,8.53,3
6730,9.51,3.08,2
6731,2.16,-0.74,0
6732,2.2,2.77,1
6733,-0.75,-0.82,0
6734,8.85,7.98,3
6735,5.67,15.02,4
6736,1.01,0.32,0
6737,6.18,7.15,3
6738,10.11,2.8,2
6739,0,0,0
6740,3.15,0.86,0
6741,1.41,0.45,0
6742,5.7,15.12,4
6743,0.78,-1.24,0
6744,3.57,15.4,4
6745,10.1,1.83,2
6746,1.35,0.57,0
6747,1.4,-0.41,0
6748,1.48,5.08,1
6749,0,0,0
6750,9.93,1.19,2
6751,1.56,1.9,1
6752,2.06,4.77,1
6753,7.06,5.36,3
6754,8.28,6.03,3
6755,9.97,2.85,2
6756,10.55,3.16,2
6757,10.19,2.79,2
6758,10.22,4.61,2
6759,9.8,3.96,2
6760,1.07,-0.95,0
6761,1.97,5.61,1
6762,5.07,14.87,4
6763,5.61,15.56,4
6764,2.29,3.83,1
6765,9.98,2.94,2
6766,9.22,2.14,2
6767,1.84,-0.4,0
6768,4.31,8.68,3
6769,4.85,15.13,4
6770,4.99,14.47,4
6771,10.43,3.06,2
6772,9.88,0.29,2
6773,10.56,3.79,2
6774,2.39,6.73,1
6775,1.83,-0.94,0
6776,4.54,8.46,3
6777,7.91,6.87,3
6778,9.65,6.73,3
6779,5.39,15.08,4
6780,10.18,3.18,2
6781,9.72,-0.26,2
6782,1.59,6.23,1
6783,0,0,0
6784,5.48,14.22,4
6785,0,0,0
6786,1.72,4.53,1
6787,9.85,4.93,2
6788,9.04,4.79,3
6789,9.79,5.03,2
6790,4.3,14.85,4
6791,5.3,6.57,3
6792,2.46,0.35,0
6793,9.74,4.12,2
6794,0.42,-0.15,0
6795,2.53,3.11,1
6796,1.87,2.02,1
6797,10.14,2.33,2
6798,10.05,1.43,2
6799,1.82,6.59,1
6800,10.6,2.53,2
6801,9.73,2.37,2
6802,10.17,2.26,2
6803,5.27,14.44,4
6804,5.12,12.1,3
6805,9.66,0.06,2
6806,9.91,2.48,2
6807,5.54,15.35,4
6808,10.62,3.15,2
6809,9.64,3.04,2
6810,2.07,6.08,1
6811,2.38,0.2,0
6812,9.75,1.43,2
6813,1.93,5.25,1
6814,6.53,5.6,3
6815,5.58,14.99,4
6816,4.07,13.53,4
6817,9.57,5.55,2
6818,9.86,1.49,2
6819,9.99,4.99,2
6820,10.15,3.12,2
6821,9.86,3.61,2
6822,3.63,4.14,1
6823,5.77,14.51,4
6824,2.21,1.89,1
6825,10.23,5.32,2
6826,1.72,3.29,1
6827,5.05,14.67,4
6828,1.69,4.24,1
6829,9.89,3.72,2
6830,5.18,15.48,4
6831,9.36,6.12,3
6832,9.54,8.73,3
6833,10.52,3.92,2
6834,6.26,15.33,4
6835,10.37,1.1,2
6836,10.17,3.48,2
6837,5.91,5.17,3
6838,10.21,4.01,2
6839,2.65,2.05,1
6840,2.82,5.78,1
6841,9.8,3.55,2
6842,10.05,1.55,2
6843,9.58,5.05,2
6844,2.4,6.75,1
6845,0,0,0
6846,3.79,15.28,4
6847,6.67,14.89,4
6848,9.36,6.2,3
6849,1.75,5.86,1
6850,4.2,15.01,4
6851,3.86,5.65,3
6852,7,7.43,3
6853,0.41,-0.39,0
6854,9.8,0.29,2
6855,6.55,15.2,4
6856,10.09,2.44,2
6857,7.22,8.61,3
6858,2.06,4.81,1
6859,0.25,0.59,0
6860,3.7,5.54,3
6861,10.38,2.13,2
6862,9.97,5.27,2
6863,0,0,0
6864,10.56,0.32,2
6865,10.13,2.53,2
6866,0.93,0.01,0
6867,0.62,-0.15,0
6868,9.6,3.24,2
6869,5.42,14.83,4
6870,6.76,6.84,3
6871,6.83,8.76,3
6872,0,0,0
6873,2.62,4.19,1
6874,9.74,0.85,2
6875,2.14,6.25,1
6876,0.09,-0.18,0
6877,5.61,14.65,4
6878,2.23,5.07,1
6879,9.52,3.37,2
6880,2.33,0.78,0
6881,10.22,3.15,2
6882,0,0,0
6883,9.67,0.15,2
6884,1.47,6.38,1
6885,1.97,4.99,1
6886,1.78,-0.4,0
6887,3.89,14.2,4
6888,9.52,2.98,2
6889,1.87,-0.87,0
6890,-0.19,0.22,0
6891,0,0,0
6892,0,0,0
6893,1.92,-0.36,0
6894,10.97,2.66,3
6895,5.09,14.47,4
6896,0.11,0.37,0
6897,7.24,7.03,3
6898,0.7,-0.19,0
6899,3.45,3.57,3
6900,9.91,2.66,2
6901,6.03,15.34,4
6902,0,0,0
6903,0.26,0.71,0
6904,10.13,4.43,2
6905,1.31,1.17,0
6906,9.64,2.21,2
6907,2.18,6.19,1
6908,7.44,5.83,3
6909,9.82,2.36,2
6910,4.78,15.16,4
6911,9.75,2.69,2
6912,9.54,3.67,2
6913,1.9,5.26,1
6914,-0.26,-0.8,0
6915,5.74,15.29,4
6916,5.34,15.21,4
6917,7,6.77,3
6918,0,0,0
6919,0.48,-1.26,0
6920,6.26,15.42,4
6921,7.1,6.51,3
6922,9.76,2.92,2
6923,0,0,0
6924,0,0,0
6925,0,0,0
6926,2.28,4.77,1
6927,0.41,1.32,0
6928,1.6,-0.62,0
6929,7.01,4.62,3
6930,2.6,0.55,0
6931,0,0,0
6932,10.58,1.21,2
6933,9.75,5.3,2
6934,2.91,0.21,0
6935,1.95,5.38,1
6936,4.01,15.33,4
6937,0.94,4.41,1
6938,5.68,15.3,4
6939,0.75,0.45,0
6940,9.79,4.5,2
6941,2.83,4.78,1
6942,0,0,0
6943,1.8,0.13,0
6944,9.96,3.28,2
6945,5.59,8.04,3
6946,5.79,6.15,3
6947,10,3.31,2
6948,9.97,2.97,2
6949,6.33,15.11,4
6950,9.63,1.55,2
6951,3.66,14.92,4
6952,0.21,0.13,0
6953,6.42,14.87,4
6954,-0.03,1.12,0
6955,4.57,14.8,4
6956,5.58,14.81,4
6957,3.28,14.62,4
6958,6.11,5.09,3
6959,3.28,0.33,0
6960,3.97,13.82,4
6961,4.65,14.7,4
6962,9.29,6.14,2
6963,9.8,0.77,2
6964,1.68,1.48,1
6965,2.72,2.35,1
6966,6.68,14.35,4
6967,1.12,-0.11,0
6968,-0.35,-0.06,0
6969,0.63,-0.27,0
6970,9.91,4.76,2
6971,4.39,6.45,3
6972,10.68,1.05,2
6973,9.93,-0.76,2
6974,9.7,2.44,2
6975,1.86,4,1
6976,5.2,15.34,4
6977,9.99,2.44,2
6978,10.21,2.01,2
6979,5.19,14.18,4
6980,0,0,0
6981,10.2,2.93,2
6982,0,0,0
6983,0,0,0
6984,5.39,15.43,4
6985,10.14,5.73,2
6986,10.04,4.17,2
6987,9.92,1.48,2
6988,10.09,-0.65,2
6989,0.85,0.45,0
6990,1.48,0.71,0
6991,0.33,-1.62,0
6992,4.49,15.54,4
6993,10.21,2.94,2
6994,5.21,15.39,4
6995,0,0,0
6996,10.63,2.82,2
6997,2.25,6.94,1
6998,4.64,15.65,4
6999,6.31,15.1,4
7000,10.2,2.63,2
7001,1.38,1.18,0
7002,2.7,8.49,3
7003,6.69,7.16,3
7004,0.58,0.42,0
7005,4.88,14.32,4
7006,9.94,2.92,2
7007,5.15,14.47,4
7008,10.53,2.29,2
7009,10.09,3.19,2
7010,4.17,14.79,4
7011,2.2,6.38,1
7012,9.94,2.87,2
7013,9.8,4.56,2
7014,8.41,5.81,3
7015,10.25,2.22,2
7016,10.04,4.53,2
7017,9.96,2.17,2
7018,10.05,1.36,2
7019,9.57,3.69,2
7020,6.19,15.51,4
7021,10.01,3.03,2
7022,7.41,4.01,3
7023,6.45,3.83,3
7024,2,5.73,1
7025,2.26,3.35,1
7026,6.82,4.59,3
7027,0.41,0.89,0
7028,2.26,4.57,1
7029,9.64,2.87,2
7030,-0.77,-0.69,0
7031,9.88,2.71,2
7032,1.68,5.67,1
7033,2.04,0.49,0
7034,1.01,7.11,1
7035,1.83,0.44,0
7036,9.74,1.24,2
7037,3.93,15.47,4
7038,0,0,0
7039,9.53,1.04,2
7040,10.01,0.94,2
7041,0.43,0.61,0
7042,2.24,6.43,1
7043,6.08,3.33,3
7044,-0.12,-0.35,0
7045,1.08,1.24,0
7046,2.13,-1.83,0
7047,1.35,-0.1,0
7048,0.44,-0.96,0
7049,0,0,0
7050,5.71,14.63,4
7051,5.27,14.81,4
7052,0.13,0.34,0
7053,2.51,1.15,0
7054,2.3,6.44,1
7055,9.82,2.28,2
7056,9.81,3.13,2
7057,9.74,5.25,2
7058,2.31,-0.19,0
7059,6.85,7.18,3
7060,0.84,-0.4,0
7061,1.5,4.5,1
7062,1.47,-0.68,0
7063,1.34,-0.93,0
7064,0.54,-0.25,0
7065,5.68,14.74,4
7066,9.73,3.8,2
7067,0,0,0
7068,10.33,7.94,3
7069,7.87,11.78,3
7070,5.1,7.08,3
7071,10.29,0.66,2
7072,0.83,-0.55,0
7073,2.29,4.24,1
7074,6.65,7.8,3
7075,0.33,1.35,0
7076,4.99,15.44,4
7077,1.94,4.26,1
7078,0.37,-0.01,0
7079,1.69,0.68,0
7080,2.02,7.08,1
7081,2.18,7.22,1
7082,2.23,3.69,1
7083,3.92,15.98,4
7084,2.31,3.71,1
7085,0,0,0
7086,9.92,3.01,2
7087,2.93,14.3,4
7088,9.64,3.23,2
7089,0,0,0
7090,7.06,7.59,3
7091,9.88,2.61,2
7092,0,0,0
7093,1.73,6.76,1
7094,0.75,-0.21,0
7095,9.85,5.02,2
7096,9.65,4.1,2
7097,10.26,-0.18,2
7098,8.27,5.95,3
7099,1.75,6.14,1
7100,8.44,6.98,3
7101,0,0,0
7102,2.05,-0.12,0
7103,1.65,3.16,1
7104,1.29,0.4,0
7105,4.59,15.13,4
7106,9.92,1.08,2
7107,10.38,2.35,2
7108,5.05,14.79,4
7109,1.43,0.64,0
7110,7.27,8.26,3
7111,5.64,14.56,4
7112,3.86,16,4
7113,6.73,5.5,3
7114,10.26,4.78,2
7115,9.86,4.66,2
7116,7.24,4.95,3
7117,10.21,3.37,2
7118,9.61,2.51,2
7119,-0.94,-0.14,0
7120,1.62,5.82,1
7121,2.43,0.32,0
7122,3.44,8.32,3
7123,4.93,14.95,4
7124,4.48,9.22,3
7125,9.95,3.78,2
7126,7.84,6.24,3
7127,2.56,1.28,0
7128,3.52,8.4,3
7129,1.84,4.89,1
7130,0.89,2.1,1
7131,4.96,15,4
7132,1.5,-0.01,0
7133,1.42,-0.52,0
7134,5.4,15.75,4
7135,10.38,0.43,2
7136,9.88,3.03,2
7137,11.86,6.56,3
7138,10.01,3.8,2
7139,4.73,8.94,3
7140,6.05,13.81,4
7141,7.45,7.3,3
7142,9.94,4.26,2
7143,0.69,1.08,0
7144,0.42,-1.27,0
7145,0.17,-0.24,0
7146,4.31,15.72,4
7147,10.29,1.9,2
7148,1.87,3.54,1
7149,0,0,0
7150,10.53,2.32,2
7151,1.17,-0.48,0
7152,3.77,14.68,4
7153,4.34,15.74,4
7154,-0.02,0.27,0
7155,10.2,0.77,2
7156,0,0,0
7157,8.84,6.35,3
7158,10.8,4.36,2
7159,10.67,4.79,2
7160,6.15,14.82,4
7161,5.86,15.02,4
7162,9.99,3.14,2
7163,2.42,6.19,1
7164,0,0,0
7165,10.04,2.78,2
7166,8.57,6.3,3
7167,1.51,-0.02,0
7168,1.31,0.08,0
7169,9.78,3.22,2
7170,0.44,0.14,0
7171,10.18,3.1,2
7172,1.22,-0.11,0
7173,0.73,-1.18,0
7174,8.27,8.53,3
7175,10.02,3.7,2
7176,0,0,0
7177,5.83,15.61,4
7178,1.73,6.03,1
7179,10.51,3.58,2
7180,9.86,4.26,2
7181,0,0,0
7182,0.93,5.02,1
7183,10,0.03,2
7184,9.86,2.04,2
7185,0,0,0
7186,1.42,0.02,0
7187,10.08,3.19,2
7188,0,0,0
7189,2.52,2.76,1
7190,4.1,14.51,4
7191,1.98,7.56,1
7192,1.27,6.45,1
7193,5.3,5.49,3
7194,0.88,3.24,1
7195,10.13,0.15,2
7196,2.4,3.94,1
7197,10.64,4.72,3
7198,1.76,2.37,1
7199,4.96,14.43,4
7200,2.03,3.46,1
7201,1.44,0.93,0
7202,0,0,0
7203,2.6,0.04,0
7204,1.82,0.16,0
7205,1.44,4.33,1
7206,3.88,15.11,4
7207,10.04,3.24,2
7208,6.8,15.18,4
7209,1.53,4.6,1
7210,5.73,14.87,4
7211,7.58,8.02,3
7212,5.46,7.91,3
7213,1.95,8.03,1
7214,4.13,14.15,4
7215,5.83,15.28,4
7216,9.91,3.65,2
7217,0,0,0
7218,0,0,0
7219,1.65,0.68,0
7220,1.83,4.92,1
7221,6.7,15.26,4
7222,10.3,4.87,2
7223,2.8,0.64,0
7224,4.66,14.72,4
7225,1.55,0.4,0
7226,1.72,4.2,1
7227,6.27,6.55,3
7228,2.04,4.01,1
7229,9.78,3.78,2
7230,9.77,3.07,2
7231,6.39,14.91,4
7232,4.77,15.23,4
7233,5.01,14.65,4
7234,4.67,14.69,4
7235,4.43,5.78,3
7236,0.43,-0.29,0
7237,7.33,8.51,3
7238,10.12,5.51,2
7239,5.64,15.48,4
7240,6.66,15,4
7241,3.47,8.55,3
7242,10.08,5.39,2
7243,8.98,5.21,3
7244,10.11,4.1,2
7245,1.49,-0.29,0
7246,0.91,-0.47,0
7247,2.37,8.37,1
7248,5.79,6.28,3
7249,9.22,5.53,2
7250,1.53,5.4,1
7251,10.85,2.54,2
7252,2.27,3.37,1
7253,3.94,15.33,4
7254,10.45,4.56,2
7255,10.03,4.08,2
7256,4.11,15.21,4
7257,0.08,1.44,0
7258,9.95,2.17,2
7259,10.32,1.67,2
7260,5.76,11.61,3
7261,9.04,3.89,3
7262,2.38,-0.61,0
7263,10.34,4.83,2
7264,0,0,0
7265,0,0,0
7266,5.98,15.21,4
7267,10.12,3.35,2
7268,7.27,6.57,3
7269,2.07,4.31,1
7270,2.65,4.57,1
7271,2.22,4.97,1
7272,1.69,3.94,1
7273,9.67,2.84,2
7274,10.64,3.78,2
7275,1.62,0.1,0
7276,1.66,2.49,1
7277,1.91,-0.24,0
7278,0.73,-0.47,0
7279,1.92,6.07,1
7280,1.86,0.76,0
7281,8.91,5.91,3
7282,4.64,15.05,4
7283,6.47,15.61,4
7284,2.48,3.83,1
7285,10.02,3.91,2
7286,5.79,14.81,4
7287,5.75,14.72,4
7288,0.77,0.43,0
7289,0,0,0
7290,5.84,14.82,4
7291,1.53,0.91,0
7292,6.68,14.55,4
7293,0,0,0
7294,1.64,5.38,1
7295,2.18,4.65,1
7296,1.17,2.84,1
7297,6.94,7.85,3
7298,7.64,10.14,3
7299,0,0,0
7300,9.54,3.44,2
7301,10.09,3.4,2
7302,7.52,8.16,3
7303,1.68,0.36,0
7304,4.91,14.67,4
7305,5.83,15.46,4
7306,4.2,15.16,4
7307,5.58,7.27,3
7308,9.89,1.62,2
7309,2.45,2.48,1
7310,9.46,1.53,2
7311,1.01,0.09,0
7312,6.21,15.3,4
7313,1.87,5.09,1
7314,3.95,14.54,4
7315,6.18,15.59,4
7316,5.91,14.51,4
7317,6.07,15.76,4
7318,10.17,3.34,2
7319,1.28,5.79,1
7320,10.15,2.01,2
7321,10.55,5.12,2
7322,5.51,15.95,4
7323,0,0,0
7324,5.28,15.16,4
7325,0,0,0
7326,10.37,4.81,2
7327,7.03,14.26,4
7328,9.72,1.4,2
7329,9.96,3.88,2
7330,9.94,1.76,2
7331,9.84,4.93,2
7332,9.84,3.63,2
7333,9.64,4.52,2
7334,10,4.64,2
7335,0.66,-1.54,0
7336,0,0,0
7337,5.79,4.92,3
7338,4.16,14.8,4
7339,10.8,2.66,2
7340,0,0,0
7341,9.87,3.75,2
7342,9.83,1.55,2
7343,0,0,0
7344,9.9,2.84,2
7345,2.91,14.28,4
7346,10.06,4.33,2
7347,5.76,10.15,3
7348,-1.64,0.26,0
7349,5.31,15.68,4
7350,1.86,0.57,0
7351,1.6,7.68,1
7352,10.12,2.35,2
7353,1.87,7.08,3
7354,0.73,0.16,0
7355,0,0,0
7356,5.9,6.75,3
7357,4.96,4.86,3
7358,10.54,1.12,2
7359,4.19,14.15,4
7360,0.79,-0.14,0
7361,2.31,5.12,1
7362,4.38,5.93,3
7363,4.9,14.75,4
7364,0,0,0
7365,5.22,15.22,4
7366,4.96,15.29,4
7367,1.89,-1.71,0
7368,4.32,15.28,4
7369,6.07,14.92,4
7370,4.25,14.87,4
7371,2.21,6.83,1
7372,6.77,2.62,3
7373,-0.44,0.36,0
7374,9.68,5.18,2
7375,5.01,8.06,3
7376,1.8,5.44,1
7377,5.23,14.91,4
7378,9.68,1.44,2
7379,0,0,0
7380,0.73,0.1,0
7381,0.72,1.03,0
7382,5.89,14.77,4
7383,5.87,15.77,4
7384,0.86,0.05,0
7385,4.72,15.8,4
7386,5.02,14.8,4
7387,10.63,0.4,2
7388,3.58,15.05,4
7389,5.28,14.58,4
7390,9.91,1.72,2
7391,3.76,16.07,4
7392,1.7,3.63,1
7393,4.1,14.64,4
7394,5.18,14.92,4
7395,5.36,15.93,4
7396,3.09,14.89,4
7397,10.15,3.28,2
7398,10.07,3.52,2
7399,7.18,3.76,3
7400,0,0,0
7401,1.35,5.9,1
7402,2.48,4.61,1
7403,1.88,5.3,1
7404,9.89,3.54,2
7405,6.4,15.96,4
7406,2.05,6.58,1
7407,3.08,3.79,1
7408,5.49,7.88,3
7409,5.13,9.71,3
7410,0,0,0
7411,7.39,4.03,3
7412,1.04,0.32,0
7413,0.27,-0.24,0
7414,9.54,3.9,2
7415,0,0,0
7416,0,0,0
7417,2.34,2.83,1
7418,10.06,2.42,2
7419,6.73,7.54,3
7420,1.62,5.29,1
7421,6.46,15.04,4
7422,9.79,3.15,2
7423,4.87,14.98,4
7424,0,0,0
7425,5.71,7.1,3
7426,6.02,7.24,3
7427,9.59,2.8,2
7428,10.27,5.06,2
7429,9.77,2.3,2
7430,8.04,3.61,3
7431,5.88,15.46,4
7432,0,0,0
7433,0,0,0
7434,4.35,15.08,4
7435,10.56,1.07,2
7436,10.02,4.71,2
7437,0.27,-0.1,0
7438,6.5,14.88,4
7439,5.29,15.43,4
7440,6.18,7.62,3
7441,5.34,4.48,3
7442,4.79,15.58,4
7443,0,0,0
7444,5.18,6.32,3
7445,0,0,0
7446,0.75,-0.34,0
7447,4.16,15.95,4
7448,9.5,1.94,2
7449,3.63,14.85,4
7450,8.84,4.98,3
7451,3.81,15.58,4
7452,3.5,7.82,3
7453,0,0,0
7454,5.9,4.59,3
7455,4.58,15.6,4
7456,4.98,15.15,4
7457,5.47,14.32,4
7458,10.27,3.61,2
7459,1.84,5.5,1
7460,7.49,11.5,3
7461,0.4,-0.08,0
7462,10.1,6.9,2
7463,10.34,6.14,2
7464,2.65,4.31,1
7465,9.82,2.92,2
7466,5.2,15.52,4
7467,7.63,15.53,4
7468,10.19,3.93,2
7469,10.31,1.78,2
7470,4.16,14.94,4
7471,3.94,15.21,4
7472,0.45,-0.23,0
7473,9.65,0.82,2
7474,0.3,-0.22,0
7475,6.54,5.04,3
7476,2.73,5.48,1
7477,1.32,2.24,1
7478,5.52,14.87,4
7479,0,0,0
7480,0,0,0
7481,4.84,14.95,4
7482,2.31,5.13,1
7483,10.25,1.13,2
7484,2.09,0.23,0
7485,5.38,13.71,4
7486,9.84,1.67,2
7487,10.06,2.48,2
7488,12.25,7.56,3
7489,5.27,14.46,4
7490,7.92,7.13,3
7491,9.87,3.6,3
7492,9.62,3.37,2
7493,8.25,10.55,3
7494,10.33,2.38,2
7495,1.24,-0.28,0
7496,10.28,2.5,2
7497,0.07,0.39,0
7498,9.92,3.27,2
7499,9.7,3.32,2
7500,10,4.59,2
7501,10.22,3.25,2
7502,9.31,3.27,2
7503,9.69,1.31,2
7504,2.61,3.68,1
7505,9.3,6.56,3
7506,10.29,4.15,2
7507,8.37,6.02,3
7508,-0.16,0.26,0
7509,1.09,7.07,1
7510,5.59,14.71,4
7511,6.26,8.16,3
7512,1.2,0.39,0
7513,1.65,0.42,0
7514,0,0,0
7515,4.38,15.55,4
7516,-0.87,-0.37,0
7517,4.07,14.64,4
7518,3.24,15.14,4
7519,5.73,8.11,3
7520,6.62,6.21,3
7521,10.06,3.91,2
7522,6.45,14.87,4
7523,9.98,3.75,2
7524,4.51,15.36,4
7525,7.32,7.61,3
7526,9.98,1.93,2
7527,1.55,2.81,1
7528,5.99,5.54,3
7529,4.53,14.09,4
7530,9.88,4.08,2
7531,10.11,3.03,2
7532,12.34,7.03,3
7533,1.14,-0.19,0
7534,0,0,0
7535,10.2,0.81,2
7536,9.6,3.68,2
7537,5.9,7.08,3
7538,0,0,0
7539,0,0,0
7540,12.1,8.22,3
7541,9.66,5.12,2
7542,5.18,15.12,4
7543,9.5,-0.68,2
7544,4.82,14.84,4
7545,9.45,4.06,2
7546,4.67,15.36,4
7547,6.5,15.03,4
7548,4.74,15.22,4
7549,7.63,9.39,3
7550,1.83,5.04,1
7551,0,0,0
7552,2.49,5.13,1
7553,9.53,2.24,2
7554,-0.62,-1.18,0
7555,1,0.9,0
7556,3.06,15.55,4
7557,0,0,0
7558,4.08,14.76,4
7559,5.36,15.34,4
7560,-0.27,-0.46,0
7561,10.28,2.46,2
7562,10.21,3.24,2
7563,2.57,0.32,0
7564,10.05,4.05,2
7565,10,0.51,2
7566,6.64,7.5,3
7567,9.85,1.35,2
7568,0.22,-1.36,0
7569,1.33,-0.21,0
7570,2.06,5.31,1
7571,6.57,14.69,4
7572,2.24,-0.73,0
7573,9.41,5.41,3
7574,3.31,15.28,4
7575,1.37,0.52,0
7576,5.34,15.21,4
7577,10.5,7.83,3
7578,6.28,15.59,4
7579,1.37,-0.13,0
7580,10.67,3.34,2
7581,2.38,5.22,1
7582,9.81,3.94,2
7583,4.3,15.25,4
7584,5.31,14.75,4
7585,3.2,15.11,4
7586,5.15,14.52,4
7587,5.12,14.89,4
7588,10.4,4.41,2
7589,5.07,14.52,4
7590,0.48,0.35,0
7591,9.92,3.18,2
7592,5.23,15.52,4
7593,4.37,15.29,4
7594,4.96,14.8,4
7595,0.26,-0.39,0
7596,0,0,0
7597,8.94,11.47,3
7598,1.27,-1.22,0
7599,5.69,14.97,4
7600,9.81,2.78,2
7601,0,0,0
7602,1.29,-0.93,0
7603,10.12,3.34,2
7604,6.86,7.99,3
7605,9.73,3.34,2
7606,5,8.83,3
7607,1.11,-0.01,0
7608,1.73,6.25,1
7609,6.43,14.42,4
7610,10.24,1.73,2
7611,0,0,0
7612,0.76,-0.17,0
7613,1.64,5.94,1
7614,9.85,3.02,2
7615,10.59,4.52,2
7616,1.53,4.87,1
7617,9.86,1.04,2
7618,5.44,14.34,4
7619,2.1,2.85,1
7620,10.27,2.49,2
7621,4.74,6.69,3
7622,-1.64,0.74,0
7623,-0.98,-0.38,0
7624,1.95,6.92,1
7625,2.92,5.56,1
7626,0.14,0.73,0
7627,2.79,7.18,3
7628,0,0,0
7629,6.21,15.81,4
7630,-1.9,-0.77,0
7631,9.52,2.68,2
7632,9.69,4.44,2
7633,9.95,5.65,2
7634,3.9,14.31,4
7635,0.59,0.46,0
7636,1.71,4.31,1
7637,3.23,14.92,4
7638,5.67,15.7,4
7639,10.03,3.02,2
7640,0,0,0
7641,0,0,0
7642,0,0,0
7643,5.19,16.09,4
7644,0.98,0.03,0
7645,4.34,7.55,3
7646,5.18,16.56,4
7647,10.27,4.38,2
7648,0,0,0
7649,5.75,14.9,4
7650,10.32,2.51,2
7651,2.18,0.56,0
7652,0,0,0
7653,4.33,16.02,4
7654,10,3.36,2
7655,10.11,2.2,2
7656,5.07,15.65,4
7657,0,0,0
7658,9.75,4.18,2
7659,9.81,3.82,2
7660,4.28,6.14,3
7661,10.14,1.21,2
7662,-0.43,0.1,0
7663,9.84,3.99,2
7664,9.49,2.46,2
7665,10.09,3.03,2
7666,1.44,0.33,0
7667,5.35,14.6,4
7668,3.85,4.11,3
7669,2.81,4.2,1
7670,0.56,-0.63,0
7671,1.46,3.07,1
7672,0,0,0
7673,1.72,5.04,1
7674,10.1,10.21,3
7675,0.29,0.68,0
7676,4.92,15.4,4
7677,0.05,-2.02,0
7678,0,0,0
7679,4.1,15.45,4
7680,1.71,5.53,1
7681,7.15,15.17,4
7682,11.76,5.39,3
7683,0,0,0
7684,0.41,-0.52,0
7685,9.72,5.64,2
7686,9.84,0.76,2
7687,5.55,4.3,3
7688,9.58,4.74,2
7689,0,0,0
7690,8.16,3.9,3
7691,1.75,0.43,0
7692,8.51,6.14,3
7693,0.3,-0.24,0
7694,2.96,5.16,1
7695,6.31,14.96,4
7696,1.54,-0.15,0
7697,2.32,5.93,1
7698,1.9,5.1,1
7699,0,0,0
7700,10.42,3.82,2
7701,2.98,0.06,0
7702,0.76,-0.45,0
7703,10.23,3.25,2
7704,10.04,3.11,2
7705,10.26,3.46,2
7706,5.87,3.81,3
7707,5.34,9.24,3
7708,9.64,1.95,3
7709,10.51,1.82,2
7710,5.24,14.05,4
7711,10.2,1.47,2
7712,1.02,3.97,1
7713,7.98,7.66,3
7714,1.61,-0.67,0
7715,2.21,6.72,1
7716,0,0,0
7717,3.42,15.09,4
7718,5.16,15.19,4
7719,1.86,2.98,1
7720,0,0,0
7721,4.34,14.47,4
7722,9.42,6.47,3
7723,1.21,-0.56,0
7724,6.31,15,4
7725,0,0,0
7726,4.6,9.36,3
7727,1.38,1.16,1
7728,0,0,0
7729,7.59,4.22,3
7730,2.17,8.34,1
7731,0,0,0
7732,9.79,4.71,2
7733,0.36,0.15,0
7734,1.1,-1.04,0
7735,2.5,4.05,1
7736,0,0,0
7737,9.76,3.63,2
7738,1.37,-0.93,0
7739,0,0,0
7740,0,0,0
7741,2.16,5.78,1
7742,5.94,15.5,4
7743,4.26,14.46,4
7744,10.08,1.11,2
7745,10.59,2.78,2
7746,0.55,1.15,0
7747,0,0,0
7748,0,0,0
7749,0.57,-0.01,0
7750,5.38,15.56,4
7751,9.91,3.12,2
7752,0,0,0
7753,1.4,3.88,1
7754,7.9,6.53,3
7755,2.13,4.53,1
7756,4.91,14.81,4
7757,3.88,14.71,4
7758,0.42,-0.2,0
7759,6.6,7.57,3
7760,0,0,0
7761,8.18,4.32,3
7762,5.14,10.58,3
7763,1.78,3.88,1
7764,0.47,-0.17,0
7765,9.87,5.15,2
7766,4.47,5.58,3
7767,1.94,3.93,1
7768,2.08,4.15,1
7769,1.28,6.39,1
7770,8.07,7.98,3
7771,1.56,4.08,1
7772,6.66,7.02,3
7773,8.22,9.45,3
7774,9.87,2.61,2
7775,2.25,8.72,1
7776,1.5,1.52,0
7777,4.26,15.5,4
7778,1.89,3.4,1
7779,7.46,6.59,3
7780,2.7,5.17,1
7781,9.94,2.92,2
